player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Giles Jackson,101695,WR,MICHIGAN,1,0,0,,0,0,222,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Quinn Schulte,101737,S,IOWA,3,1,0,50.0,0,0,192,52.8,54.7,76.6,59.8,61.5,80.7,0,0,0,12,0.0,0,0,0,68.8,1,0,2,0,24,37,1,0,0,1,0,34,36,1,12,0,0,2,2,0,0,12,0,12.0
Julian Barnett,101745,CB,MICH STATE,2,0,0,100.0,0,0,223,34.7,28.4,73.8,,32.1,28.4,0,0,0,12,50.0,1,0,0,116.7,1,0,3,0,5,15,0,0,0,0,0,0,15,0,10,12,0,1,1,0,0,12,4,12.0
O'shai Fletcher,102648,CB,TROY,11,7,0,71.9,1,0,318,69.7,73.4,83.7,60.0,84.7,63.0,0,1,0,52,13.2,5,1,1,111.8,23,0,61,395,253,466,2,0,0,2,0,5,464,1,212,3,12,26,32,1,1,303,77,13.2
Bryquice Brown,102650,CB,GA STATE,9,0,0,47.8,0,0,175,65.1,63.5,80.4,58.9,53.5,34.5,0,0,1,35,30.0,3,5,0,88.6,11,0,18,150,116,179,0,0,0,0,0,3,179,1,62,8,3,7,23,0,3,139,42,12.6
Milan Tucker,102655,WR,APP STATE,1,0,0,,0,0,108,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,
Nick Ross,102656,S,APP STATE,12,4,0,75.0,0,0,108,57.4,60.0,84.7,53.5,66.5,72.4,0,0,1,87,11.5,3,0,0,130.2,12,0,49,0,154,307,0,0,0,0,0,130,307,3,150,125,2,19,16,0,2,216,95,18.0
Jackson Greene,102658,CB,APP STATE,3,1,0,,0,0,108,65.1,66.8,72.8,,64.6,75.1,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,7,15,0,0,0,0,0,2,15,0,8,12,0,0,0,0,0,0,0,
Jayrin Wilson,102663,CB,LA LAFAYET,4,1,0,50.0,0,0,207,59.3,61.3,78.8,,66.7,79.3,0,0,0,19,0.0,0,0,1,83.3,1,0,1,30,28,53,0,0,0,0,0,0,53,0,25,22,1,3,2,0,0,19,5,19.0
Elery Alexander,102665,S,ARK STATE,10,8,1,62.1,0,1,113,40.7,51.2,88.4,68.7,64.5,66.7,1,0,0,47,14.1,9,4,2,110.4,18,0,229,3,301,561,59,0,0,59,0,178,502,15,245,91,16,47,29,1,2,234,93,13.0
Anthony Switzer,102668,S,ARK STATE,6,7,0,66.7,0,1,113,49.4,55.1,83.1,56.9,64.5,64.2,0,0,1,72,15.4,6,2,0,121.5,10,0,190,0,169,335,1,0,0,1,0,104,334,1,165,40,7,26,15,0,4,227,86,22.7
Fabrice Voyne,102669,LB,ARMY,6,1,0,,0,0,114,65.0,58.8,82.1,60.0,53.9,30.9,0,1,0,,37.5,3,0,0,0.0,0,0,28,0,14,65,37,0,0,37,0,0,28,15,36,0,1,4,0,1,0,0,0,
Marquel Broughton,102671,S,ARMY,12,11,0,55.6,0,2,114,65.9,61.6,49.0,60.0,53.4,65.9,0,0,2,45,15.2,12,3,1,95.7,20,0,203,2,345,645,1,0,0,1,0,221,644,2,298,218,16,56,36,0,5,267,94,13.4
Isaiah Morris,102676,CB,ARMY,3,2,0,100.0,0,0,114,64.6,66.4,73.1,,65.5,76.7,0,0,0,10,0.0,0,0,0,108.3,1,0,3,19,13,22,0,0,0,0,0,0,22,0,9,0,0,0,1,0,0,10,-1,10.0
Cole Mabry,102677,S,ARMY,2,1,0,,0,0,114,62.6,75.6,70.9,60.0,75.0,79.7,0,0,0,,0.0,0,0,0,0.0,0,0,4,0,2,9,3,0,0,3,0,0,6,1,6,2,1,3,0,0,0,0,0,
Quindrelin Hammonds,102679,CB,ARMY,3,0,0,66.7,0,0,114,58.7,55.6,74.2,54.1,59.2,77.0,0,0,0,13,0.0,0,0,0,81.3,2,0,3,0,9,16,2,0,0,2,0,0,14,3,4,11,1,2,3,0,0,17,23,8.5
Jabari Moore,102681,CB,ARMY,10,2,0,67.6,0,0,114,68.2,75.0,83.9,57.4,91.6,82.4,0,2,3,50,5.4,2,1,1,64.3,23,0,38,418,237,463,5,0,0,5,0,1,458,8,218,1,10,33,34,2,0,348,137,15.1
Daryan McDonald,102683,S,ARMY,7,1,0,100.0,0,0,114,53.8,65.9,83.7,60.3,71.6,78.1,1,4,0,13,6.7,1,0,0,104.2,2,0,43,2,29,171,115,0,0,115,0,0,56,34,108,11,7,13,2,5,0,18,6,9.0
Kyle Hamilton,102684,S,NOTRE DAME,11,9,0,58.1,0,0,258,78.3,76.7,0.0,70.3,74.4,72.7,3,1,1,21,13.5,10,6,4,55.6,18,0,139,6,344,580,3,0,0,3,0,321,577,11,225,111,20,55,31,4,0,138,80,7.7
Isaiah Rutherford,102685,CB,NOTRE DAME,3,0,0,0.0,0,0,258,60.8,61.6,74.4,,62.1,,0,0,0,,,0,0,1,39.6,0,0,0,28,16,28,0,0,0,0,0,0,28,0,12,0,0,0,4,0,0,0,0,
K.J. Wallace,102686,CB,NOTRE DAME,4,0,0,100.0,0,0,258,57.1,58.1,77.2,,61.5,78.0,0,0,0,17,0.0,0,0,0,118.8,1,0,1,0,19,30,0,0,0,0,0,8,30,0,11,21,1,2,1,0,0,17,4,17.0
Tavita Gagnier,102690,LB,BYU,3,2,0,100.0,0,0,128,69.9,72.3,72.5,,68.1,79.6,0,0,0,19,0.0,0,0,0,108.3,2,0,17,0,9,22,2,0,0,2,0,1,20,0,13,2,2,2,2,0,0,20,8,10.0
Hayden Livingston,102694,S,BYU,4,0,0,66.7,0,0,128,54.7,50.9,75.9,,44.5,51.2,0,0,0,21,28.6,2,0,0,86.8,2,0,7,13,30,50,0,0,0,0,0,29,50,0,20,1,1,5,3,0,0,21,2,10.5
George Udo,102695,CB,BYU,11,2,0,65.0,0,0,128,72.7,76.0,85.8,77.0,74.8,66.4,0,1,0,19,16.0,4,0,1,73.1,13,3,27,2,135,227,22,0,0,22,0,0,205,14,78,176,13,19,20,4,0,81,86,6.2
Robb Bozeman,102699,ED,GA SOUTHRN,1,0,0,,0,0,174,,59.5,65.2,59.4,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,
Kailon Davis,102702,ED,ARK STATE,3,1,0,,0,0,113,,60.8,74.7,54.0,66.6,70.8,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,21,21,0,4,14,3,0,0,13,8,0,0,0,0,1,0,0,0,
Sosaia Tuitavake,102704,DI,ARK STATE,7,0,0,,0,0,113,,41.4,22.2,55.8,37.9,75.2,0,2,0,,0.0,0,0,1,0.0,0,1,0,0,0,106,106,59,7,11,29,0,0,60,46,0,3,3,0,3,0,0,0,
Ja-Quane Nelson,102710,DI,LA LAFAYET,9,2,0,,0,0,207,,57.8,80.9,66.6,52.8,63.0,1,3,0,,10.0,1,0,0,0.0,0,0,0,0,0,139,139,33,105,0,1,0,0,54,85,0,3,7,0,4,0,0,0,
Tyler Komorowski,102717,DI,ARMY,5,2,0,,0,0,114,60.0,73.1,78.4,62.1,73.4,73.0,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,45,45,37,8,0,0,0,0,20,25,0,3,3,0,1,0,0,0,
Chris Frey,102720,DI,ARMY,7,1,0,,0,0,114,,65.5,75.2,65.3,62.5,73.5,0,1,0,,33.3,1,0,0,0.0,0,0,0,0,0,53,53,0,8,3,42,0,0,28,25,0,1,1,0,1,0,0,0,
Howard Cross III,102726,DI,NOTRE DAME,12,4,0,,0,0,258,58.9,74.7,80.4,66.7,77.0,79.0,2,3,0,,0.0,0,0,0,0.0,0,1,1,0,2,166,165,3,162,0,0,0,1,89,75,0,6,8,0,6,0,0,0,
Isaiah Foskey,102728,ED,NOTRE DAME,12,3,0,100.0,0,0,258,54.5,63.5,87.6,62.6,64.4,54.3,6,8,0,11,20.0,4,0,0,102.8,3,4,4,0,25,282,278,0,0,275,3,0,4,153,104,0,12,13,3,18,0,26,20,8.7
Seleti Fevaleaki,102729,ED,BYU,10,2,1,,0,0,128,60.0,81.1,79.2,79.7,73.5,30.1,0,3,0,,25.0,2,0,0,0.0,0,1,0,0,1,100,100,0,31,34,35,0,0,52,47,0,4,4,0,4,0,0,0,
Freddy Livai,102730,ED,BYU,1,0,0,,0,0,128,,67.2,70.0,66.4,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,4,4,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,
Gabe Summers,102731,DI,BYU,12,5,0,,0,0,128,,71.1,52.9,72.2,67.3,35.0,2,13,0,,23.5,4,0,1,0.0,0,2,0,0,0,277,276,54,137,18,67,0,1,159,118,0,9,8,0,17,0,0,0,
Elgin Griffin,102732,DI,TROY,9,0,0,,0,0,318,,57.0,50.9,60.6,55.8,48.1,1,6,0,,14.3,1,0,1,0.0,0,0,0,0,0,247,247,78,164,0,5,0,0,127,120,0,4,6,0,7,0,0,0,
Jourdan Heilig,102733,ED,APP STATE,5,2,0,100.0,0,0,108,76.0,64.5,77.9,60.1,50.8,80.0,0,0,0,4,0.0,0,0,0,80.6,3,0,4,0,6,35,27,0,0,27,0,0,8,11,18,2,2,3,3,0,0,10,4,3.3
Brennon Davis,102755,LB,NEW MEX ST,2,1,0,100.0,0,0,242,44.5,52.9,70.9,69.6,59.6,51.4,0,0,0,75,25.0,1,0,0,158.3,1,1,12,0,7,17,1,0,0,1,0,0,16,2,8,4,2,2,1,1,1,75,55,75.0
Eric Marsh,102757,LB,NEW MEX ST,1,0,0,,0,0,242,,74.2,67.3,,70.3,73.2,0,0,0,,0.0,0,0,0,0.0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,1,1,0,0,0,0,0,
Michael Bowe Jr.,102762,ED,NEW MEX ST,2,3,0,100.0,0,0,242,64.6,68.3,84.6,61.2,69.4,73.8,0,3,0,7,8.3,1,0,0,95.8,1,1,2,0,11,124,120,0,0,120,0,0,4,57,56,2,5,8,1,4,0,7,2,7.0
Kenny Haynes,102763,LB,TEXAS ST,5,2,0,33.3,0,0,314,44.0,51.4,76.1,80.0,53.9,39.3,1,0,0,9,28.6,2,0,0,42.4,1,1,49,0,16,50,0,0,0,0,0,0,50,2,32,0,2,3,3,2,0,9,11,9.0
Lakamion Franklin,102769,LB,LA LAFAYET,1,1,0,,0,0,207,,77.8,66.3,,73.0,76.3,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,
Kelvin Johnson,102770,LB,S ALABAMA,10,4,0,81.8,0,0,288,42.0,42.1,81.0,57.6,45.7,29.3,0,2,0,25,31.6,6,0,0,118.8,9,0,146,3,98,179,5,0,0,5,0,4,174,10,71,21,3,9,11,2,0,140,53,15.6
Peyton Hampton,102778,LB,ARMY,1,0,0,100.0,0,0,114,41.9,40.4,69.3,,66.2,73.1,0,0,0,61,0.0,0,0,0,158.3,1,0,5,0,4,5,0,0,0,0,0,0,5,0,1,0,1,1,1,0,1,61,43,61.0
Andre Carter II,102780,ED,ARMY,9,3,0,50.0,0,1,114,73.0,72.8,85.7,69.4,66.4,44.2,3,8,1,14,25.0,4,0,0,24.0,4,1,24,0,39,198,172,0,0,172,0,0,26,72,87,2,7,9,8,12,0,38,26,9.5
Nathaniel Smith,102783,LB,ARMY,7,1,0,83.3,0,0,114,62.5,67.4,85.6,58.0,74.1,82.6,1,2,0,17,0.0,0,1,0,97.2,5,0,4,2,48,153,144,0,0,144,0,0,9,49,56,3,5,9,6,3,0,44,25,8.8
JD Bertrand,102787,LB,NOTRE DAME,3,1,0,,0,0,258,54.9,52.6,75.0,64.1,51.1,48.8,0,1,0,,20.0,1,0,0,0.0,0,0,38,0,16,38,0,0,0,0,0,0,38,6,16,0,3,3,0,1,0,0,0,
Marist Liufau,102789,LB,NOTRE DAME,10,3,0,92.3,0,0,258,58.8,57.5,0.0,78.0,50.1,62.3,1,1,0,24,15.8,3,0,1,121.8,12,2,168,1,114,206,11,0,0,11,0,1,195,17,75,25,10,13,13,4,1,92,91,7.7
Ben Bywater,102791,LB,BYU,3,1,0,100.0,0,0,128,59.4,62.1,73.4,60.0,62.4,82.4,0,1,0,16,0.0,0,0,0,139.6,3,0,18,3,21,36,4,0,0,4,0,0,32,0,15,11,5,7,3,1,1,24,14,8.0
Keenan Pili,102794,LB,BYU,10,15,0,88.0,0,0,128,60.9,65.4,80.9,50.1,71.4,87.1,1,0,0,26,5.3,4,1,0,107.5,22,0,393,2,245,476,11,0,0,11,0,1,465,19,212,68,28,56,25,1,0,245,108,11.1
KeSean Brown,102847,CB,APP STATE,8,0,0,66.7,0,1,108,67.3,74.4,79.4,72.9,77.5,83.0,0,2,0,9,0.0,0,0,0,79.9,2,0,15,0,25,76,9,0,0,9,0,0,67,9,42,50,3,6,3,2,0,16,2,8.0
Brendan Harrington,102848,LB,APP STATE,12,8,0,59.0,0,0,108,87.6,77.6,60.4,55.0,72.9,67.2,1,6,4,42,14.3,7,3,1,42.5,23,0,287,3,306,703,106,0,0,106,0,0,597,56,341,304,17,34,39,7,1,209,96,9.1
Markeveon Coleman,102849,LB,TEXAS ST,8,8,0,72.7,0,0,314,65.6,54.0,0.0,62.2,51.4,56.4,0,3,0,26,15.4,6,2,3,93.4,8,2,182,0,81,252,18,0,0,18,0,0,234,19,152,52,18,25,11,5,0,81,47,10.1
Jamil Muhammad,102860,LB,GA STATE,1,0,0,,0,0,175,,59.7,64.2,59.5,,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Morgan Pyper,102892,CB,BYU,2,0,0,75.0,0,0,128,64.8,63.7,77.3,,58.3,60.8,0,0,0,8,25.0,1,0,0,81.3,3,0,4,0,11,24,1,0,0,1,0,0,23,0,13,19,1,3,4,0,0,16,9,5.3
Java'n Singletary,102897,S,GA SOUTHRN,4,4,0,78.6,0,0,174,36.3,37.0,81.9,58.7,40.4,66.6,0,1,0,34,13.0,3,1,0,142.6,11,0,71,2,132,194,3,0,0,3,0,100,191,1,61,18,4,16,14,1,1,235,47,21.4
Jared Hopper,102898,CB,TEXAS ST,3,0,0,60.0,0,0,314,72.5,71.1,75.1,,63.0,80.4,0,0,0,11,0.0,0,0,0,74.6,3,0,19,52,33,72,0,0,0,0,0,1,72,0,39,0,1,5,5,0,0,27,4,9.0
Mekhi Garner,102900,CB,LA LAFAYET,11,3,0,38.9,0,1,207,74.7,76.3,84.6,66.5,75.0,76.5,0,3,3,52,9.7,3,7,4,29.1,14,2,17,452,231,491,1,0,0,1,0,12,490,11,249,9,10,25,36,5,1,173,60,12.4
Keilos Swinney,102901,S,LA MONROE,9,7,0,55.6,0,2,209,50.0,59.3,88.6,90.5,58.8,45.5,2,3,0,75,26.5,9,2,0,126.5,15,2,149,15,182,562,120,0,0,120,0,1,442,36,344,275,9,18,27,7,4,250,153,16.7
Bobby Bell,102902,S,LA MONROE,6,1,0,,0,0,209,65.1,53.2,0.0,56.0,51.7,44.0,2,0,0,,25.0,3,0,1,0.0,0,0,85,0,25,92,7,0,0,7,0,0,85,15,52,0,5,8,0,2,0,0,0,
Keon Carter,102903,S,GA STATE,10,5,0,76.9,0,1,175,67.2,67.2,82.9,58.2,65.8,75.1,0,0,0,39,8.7,2,0,0,116.5,10,0,62,0,139,238,0,0,0,0,0,101,238,2,97,75,5,16,13,0,0,157,57,15.7
Tanner Davis,102905,S,UMASS,4,2,0,85.7,0,0,216,60.9,57.6,79.0,55.5,55.1,63.7,0,3,0,13,20.0,5,0,0,135.4,6,1,139,0,84,209,23,0,0,23,0,24,186,18,107,23,7,18,7,4,1,49,27,8.2
Tre' Ross,102909,LB,TROY,3,2,0,100.0,0,0,318,58.7,52.0,74.9,60.0,46.9,48.5,0,0,0,7,20.0,1,0,0,86.1,3,0,15,0,10,25,4,0,0,4,0,0,21,1,14,6,1,2,3,0,0,14,20,4.7
Jahre Fish,102923,CB,NEW MEX ST,1,0,0,,0,0,242,,60.0,67.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,
Peyton Tuggle,102927,WR,TEXAS ST,1,0,0,,0,0,314,,60.1,73.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Leroy Deshazor,102938,WR,ARK STATE,1,0,0,,0,0,113,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Cam Hart,102955,CB,NOTRE DAME,6,0,0,54.5,0,0,258,53.7,54.7,78.4,58.6,64.3,54.5,0,0,0,36,20.0,1,2,0,93.0,6,0,3,82,60,88,0,0,0,0,0,1,88,1,27,2,0,4,11,0,0,120,28,20.0
Jordan Gandy,103605,CB,N ILLINOIS,6,5,0,62.8,0,0,254,59.0,56.4,81.6,60.0,46.4,58.1,0,0,1,64,16.3,8,5,2,113.4,27,0,62,268,183,363,0,0,0,0,0,0,363,1,179,32,4,36,43,0,4,389,178,14.4
Emanuel Dabney,104140,CB,LIBERTY,9,1,0,54.5,0,0,206,74.6,73.9,83.1,58.2,63.2,76.2,0,0,0,32,9.1,2,7,2,97.3,18,0,18,334,214,356,0,0,0,0,0,3,356,1,141,1,5,19,33,0,2,234,55,13.0
TreShaun Clark,104144,ED,LIBERTY,11,8,0,,0,1,206,72.5,83.7,51.7,77.7,82.4,64.1,11,22,0,,14.6,6,0,2,0.0,0,6,13,0,12,496,483,1,26,393,63,0,13,275,209,0,24,27,0,39,0,0,0,
William Green,104145,DI,LIBERTY,5,1,0,,0,0,206,,45.1,74.2,58.8,44.7,73.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,23,23,1,21,0,1,0,0,6,17,0,2,2,0,0,0,0,0,
Elijah James,104146,DI,LIBERTY,10,10,2,,0,0,206,58.9,58.8,59.3,66.5,54.7,40.2,2,7,0,,16.7,7,0,1,0.0,0,1,1,0,1,365,364,6,311,1,46,0,1,183,181,0,14,25,0,10,0,0,0,
Carl Poole,104149,LB,LIBERTY,9,4,0,60.0,0,1,206,77.3,76.9,77.4,89.6,62.4,66.3,0,3,1,33,7.1,1,0,0,47.5,3,1,112,0,58,122,0,0,0,0,0,0,122,4,60,10,6,9,5,4,0,42,20,14.0
Isaiah Avery,104151,CB,LIBERTY,3,0,0,,0,0,206,62.5,64.3,65.9,60.0,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,5,2,7,0,0,0,0,0,0,7,1,4,0,0,0,0,0,0,0,0,
Demario Douglas,104155,WR,LIBERTY,3,0,0,,0,0,206,63.0,64.7,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,
Treon Sibley,104162,WR,LIBERTY,3,0,0,,0,0,206,,60.0,60.0,60.0,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,
Kei'Trel Clark,104163,CB,LOUISVILLE,10,4,0,48.7,0,0,210,71.8,73.0,84.8,57.4,73.4,75.5,0,0,1,21,10.5,4,7,1,59.8,19,0,44,470,285,541,4,0,0,4,0,16,537,2,254,6,10,30,39,0,1,180,57,9.5
Malik Caper,104164,LB,LIBERTY,4,0,0,,0,0,206,62.1,57.5,71.5,,54.1,,0,1,0,,,0,0,0,0.0,0,0,14,0,7,17,1,0,0,1,0,0,16,0,10,2,0,0,0,1,0,0,0,
Micah Glaize,104167,S,LIBERTY,5,0,0,100.0,0,0,206,58.0,56.4,73.2,60.0,54.7,80.3,0,0,0,21,0.0,0,0,0,118.8,1,0,13,0,16,31,0,0,0,0,0,11,31,1,14,4,1,3,1,0,0,21,4,21.0
Chris Megginson,104168,CB,LIBERTY,11,5,0,52.6,1,0,206,64.7,65.8,42.1,59.3,72.3,71.1,0,0,1,25,10.0,3,2,2,86.0,20,0,43,526,335,578,0,0,0,0,0,7,578,1,242,2,4,22,38,0,3,225,52,11.3
Cade Robinson,104169,S,LIBERTY,3,0,0,100.0,0,0,206,58.6,69.8,72.9,,79.4,80.2,0,0,0,15,0.0,0,0,0,158.3,1,0,23,1,15,29,0,0,0,0,0,0,29,0,14,4,3,5,1,0,1,15,15,15.0
Jacques Bristol,104185,DI,C MICHIGAN,6,1,0,,0,0,134,60.0,49.4,35.9,59.1,48.7,44.4,1,3,0,,25.0,2,0,1,0.0,0,1,0,0,0,168,168,8,146,4,10,0,0,78,90,0,5,5,0,5,0,0,0,
Caleb Humphrey,104191,ED,AIR FORCE,6,0,0,100.0,0,1,101,84.1,70.4,82.5,59.8,60.8,79.2,1,4,0,10,20.0,1,0,0,91.7,3,0,7,0,15,80,68,0,0,68,0,0,12,35,30,5,2,4,3,5,0,18,22,6.0
Ivin White Jr.,104212,ED,LA MONROE,4,0,0,,0,0,209,60.4,76.9,81.8,69.6,75.2,81.9,0,5,0,,0.0,0,0,0,0.0,0,2,0,0,1,77,77,0,2,72,3,0,0,32,44,0,8,8,0,7,0,0,0,
George Silvanic,104214,DI,AIR FORCE,6,14,0,,0,0,101,56.9,79.4,55.2,86.5,72.6,48.7,7,9,0,,18.4,7,0,1,0.0,0,2,1,0,0,319,318,24,195,6,93,0,1,153,166,0,13,17,0,18,0,0,0,
Jamykal Neal,104215,DI,HOUSTON,7,2,0,,0,0,182,60.0,52.2,79.8,60.8,46.2,54.5,0,3,0,,16.7,1,0,0,0.0,0,1,0,0,0,89,89,23,66,0,0,0,0,49,40,0,1,3,0,4,0,0,0,
Justin Whiteside,104220,LB,C MICHIGAN,5,2,0,100.0,0,0,134,54.8,49.1,81.1,72.6,36.1,41.3,1,1,0,7,27.3,3,0,0,89.6,2,1,103,0,42,166,56,0,0,56,0,0,110,34,90,7,7,6,2,3,0,11,12,5.5
Keem Green,105786,DI,NEBRASKA,5,2,0,,0,0,238,,45.2,76.5,57.1,44.0,74.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,39,39,10,23,0,6,0,0,13,26,0,1,2,0,0,0,0,0,
Marquallius Turner Jr.,105793,S,LA TECH,3,0,0,100.0,0,0,208,55.1,58.3,74.8,,63.9,21.8,0,0,0,13,100.0,1,0,0,158.3,1,0,7,0,8,24,0,0,0,0,0,7,24,0,16,10,0,0,1,0,1,13,15,13.0
Trey Jones,105795,S,C MICHIGAN,2,1,0,100.0,0,0,134,53.4,50.3,70.7,,52.3,49.9,0,0,0,9,25.0,1,0,0,104.2,1,0,13,1,3,18,0,0,0,0,0,1,18,0,15,2,0,2,1,0,0,9,8,9.0
Josh Ahern,105796,LB,VIRGINIA,2,0,0,100.0,0,0,335,52.5,50.5,74.3,59.4,52.2,20.7,0,1,0,16,100.0,2,1,0,118.8,1,0,35,0,17,36,0,0,0,0,0,0,36,8,11,1,0,0,1,1,0,16,5,16.0
Isaiah Cromarty,105809,CB,USF,4,0,0,66.7,0,0,327,61.4,66.4,78.8,,74.3,82.4,0,0,0,12,0.0,0,0,0,84.0,2,0,15,6,29,74,1,0,0,1,0,5,73,0,45,47,1,7,3,0,0,19,1,9.5
Chris Agyemang,106325,DI,BALL ST,8,2,3,,0,0,117,61.9,59.3,9.9,63.6,58.7,64.9,1,3,1,,7.7,1,0,3,0.0,0,1,0,0,0,298,298,5,211,27,55,0,0,172,126,0,10,10,0,5,0,0,0,
Brendan Pyne,108172,LB,BUFFALO,1,0,0,100.0,0,0,126,64.7,50.8,0.0,59.1,54.0,77.6,0,0,0,7,0.0,0,0,1,95.8,1,0,16,0,10,17,0,0,0,0,0,0,17,1,6,1,1,1,1,0,0,7,2,7.0
Deandre Butler,108712,DI,TROY,2,0,0,,1,0,318,,38.4,0.0,56.9,48.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,20,20,9,11,0,0,0,0,14,6,0,0,0,0,0,0,0,0,
Quentin Frazier,120894,CB,HAWAII,9,12,0,73.7,0,1,180,56.9,61.9,92.4,68.1,66.6,51.4,0,8,2,26,19.3,11,2,0,85.7,28,1,53,9,283,657,167,0,0,167,0,3,490,36,338,424,13,34,38,9,1,323,212,11.5
Yam Banks,121407,CB,S ALABAMA,4,0,0,50.0,0,0,288,48.7,51.1,74.7,60.0,63.2,74.2,0,0,0,15,0.0,0,0,0,75.0,1,0,2,32,10,34,0,0,0,0,0,0,34,1,23,0,0,1,2,0,0,15,2,15.0
Dewayne Betts Jr.,121408,S,S ALABAMA,11,4,0,71.4,0,2,288,54.2,55.7,87.5,,57.9,57.2,0,0,1,52,19.6,9,2,0,129.5,25,0,130,8,286,537,2,0,0,2,0,178,535,0,251,219,8,33,35,0,4,350,165,14.0
Zeke Chapman,121410,DI,S ALABAMA,9,2,0,,0,0,288,,63.3,79.2,55.9,66.5,73.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,46,46,45,1,0,0,0,0,28,18,0,1,1,0,0,0,0,0,
Caullin Lacy,121426,WR,S ALABAMA,1,0,0,,0,0,288,,60.1,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Darrell Luter Jr.,121428,CB,S ALABAMA,11,5,0,72.2,0,1,288,55.0,57.6,81.5,60.0,69.2,60.1,0,0,0,39,14.8,4,1,1,108.6,13,0,18,215,130,236,0,0,0,0,0,1,236,1,105,1,3,18,18,0,0,200,37,15.4
Jamie Sheriff,121433,DI,S ALABAMA,11,9,0,,0,0,288,65.6,69.3,84.6,62.5,68.1,74.2,1,7,0,,3.8,1,0,0,0.0,0,1,0,0,0,412,412,16,147,70,179,0,0,200,212,0,13,16,0,9,0,0,0,
Quentin Wilfawn,121442,LB,S ALABAMA,7,4,0,100.0,0,0,288,63.8,70.0,76.8,67.9,69.4,32.9,1,1,0,4,35.7,5,0,0,83.3,1,0,94,0,41,96,0,0,0,0,0,0,96,2,53,2,4,5,1,2,0,4,8,4.0
Kristin Booth,121448,ED,SO MISS,7,0,0,,0,0,296,60.0,62.0,80.7,55.3,65.8,78.3,0,5,0,,0.0,0,0,0,0.0,0,0,2,0,0,116,114,0,6,56,52,0,2,63,53,0,3,5,0,5,0,0,0,
Natrone Brooks,121449,CB,SO MISS,10,6,1,54.5,0,0,296,65.5,67.2,87.6,91.7,56.7,51.4,1,4,1,73,20.4,11,2,1,103.4,30,1,48,555,333,712,40,0,0,40,0,12,672,15,364,56,11,37,55,6,5,438,137,14.6
Vinson Brown,121450,CB,SO MISS,1,0,0,,0,0,296,60.0,61.2,65.6,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,
